Purchase_ID,Purchase_Date,Customer_ID,Age_Group,Gender,City,Country,Gift_Category,Gift_Item,Recipient,Unit_Price,Quantity,Total_Revenue,Unit_Cost,Profit,Profit_Margin_%,Payment_Mode,Purchase_Channel,Discount_Percent,Satisfaction_Rating
P0178,2025-12-23,C790,46-55,Male,Mumbai,India,Food & Sweets,Dry Fruits Box,Self,2750,2,5500,1657.07,2185.86,39.74,Cash,Online,5,3
P0179,2025-12-13,C180,36-45,Female,Kolkata,India,Food & Sweets,Dry Fruits Box,Spouse,2567,2,5134,1643.13,1847.74,35.99,UPI,Online,10,5
P0180,2025-12-13,C665,46-55,Male,Indore,India,Books,Novel Set,Self,759,1,759,501.54,257.46,33.92,Cash,Online,0,4
P0181,2025-12-02,C335,26-35,Female,Hyderabad,India,Books,Diary,Self,3213,1,3213,2359.04,853.96,26.58,UPI,Offline,20,5
P0182,2025-12-07,C701,26-35,Female,Mumbai,India,Accessories,Perfume,Family,1969,2,3938,1186.02,1565.96,39.77,UPI,Online,20,4
P0183,2025-12-05,C909,18-25,Female,Delhi,India,Accessories,Wallet,Self,3217,2,6434,2294.82,1844.36,28.67,Card,Online,0,4
P0184,2025-12-09,C902,46-55,Female,Chennai,India,Food & Sweets,Dry Fruits Box,Family,3749,2,7498,2266.06,2965.88,39.56,Cash,Offline,15,3
P0185,2025-12-10,C917,26-35,Male,Mumbai,India,Accessories,Wallet,Family,3613,1,3613,2586.28,1026.72,28.42,UPI,Offline,5,5
P0186,2025-12-10,C555,36-45,Female,Mumbai,India,Home Decor,Wall Candles,Friend,3454,1,3454,2119.82,1334.18,38.63,UPI,Online,15,4
P0187,2025-12-03,C462,18-25,Female,Jaipur,India,Food & Sweets,Dry Fruits Box,Self,4697,2,9394,2890.98,3612.04,38.45,Card,Offline,15,3
P0188,2025-12-06,C242,36-45,Female,Hyderabad,India,Accessories,Wallet,Sibling,2488,1,2488,1748.56,739.44,29.72,UPI,Online,5,4
P0189,2025-12-12,C357,26-35,Female,Surat,India,Clothing,Winter Jacket,Spouse,2955,2,5910,2119.92,1670.16,28.26,UPI,Offline,0,3
P0190,2025-12-13,C923,36-45,Female,Pune,India,Clothing,Sweater,Sibling,3741,2,7482,2716.87,2048.26,27.38,Cash,Online,10,4
P0191,2025-12-13,C426,36-45,Female,Surat,India,Food & Sweets,Dry Fruits Box,Friend,2145,2,4290,1388.09,1513.82,35.29,Card,Offline,10,4
P0192,2025-12-18,C127,46-55,Male,Kolkata,India,Clothing,Sweater,Family,2136,1,2136,1500.02,635.98,29.77,Cash,Online,15,5
P0193,2025-12-05,C832,46-55,Female,Mumbai,India,Home Decor,Christmas Lights,Sibling,2980,1,2980,1900.95,1079.05,36.21,Cash,Offline,20,4
P0194,2025-12-12,C818,18-25,Male,Chennai,India,Food & Sweets,Dry Fruits Box,Family,3926,1,3926,2821.26,1104.74,28.14,UPI,Online,20,5
P0195,2025-12-14,C208,18-25,Male,Hyderabad,India,Accessories,Wallet,Friend,3773,2,7546,2810.35,1925.3,25.51,Cash,Online,15,4
P0196,2025-12-01,C594,18-25,Female,Jaipur,India,Home Decor,Wall Candles,Self,4599,1,4599,2997.38,1601.62,34.83,UPI,Online,10,4
P0197,2025-12-04,C548,46-55,Female,Mumbai,India,Clothing,Winter Jacket,Family,2194,2,4388,1431.03,1525.94,34.78,UPI,Online,0,4
P0198,2025-12-18,C263,36-45,Female,Kolkata,India,Accessories,Perfume,Friend,1846,1,1846,1250.48,595.52,32.26,Card,Online,5,5
P0199,2025-12-07,C560,46-55,Female,Delhi,India,Accessories,Handbag,Friend,3740,1,3740,2657.67,1082.33,28.94,UPI,Offline,0,5
P0200,2025-12-15,C216,36-45,Female,Ahmedabad,India,Toys,Puzzle Game,Family,2031,2,4062,1317.91,1426.18,35.11,Cash,Offline,20,4
P0201,2025-12-20,C276,36-45,Male,Indore,India,Food & Sweets,Chocolate Hamper,Friend,3350,2,6700,2434.87,1830.26,27.32,Card,Online,5,4
P0202,2025-12-14,C710,26-35,Female,Jaipur,India,Toys,Teddy Bear,Friend,3558,1,3558,2407.43,1150.57,32.34,Card,Online,20,3
P0203,2025-12-15,C734,18-25,Female,Delhi,India,Home Decor,Wall Candles,Sibling,1649,1,1649,1067.21,581.79,35.28,UPI,Online,15,5
P0204,2025-12-14,C827,46-55,Female,Bangalore,India,Food & Sweets,Dry Fruits Box,Self,4554,2,9108,3200.12,2707.76,29.73,Cash,Online,5,4
P0205,2025-12-15,C679,46-55,Male,Surat,India,Toys,Remote Car,Self,2341,2,4682,1463.67,1754.66,37.48,Card,Offline,20,3
P0206,2025-12-04,C853,26-35,Female,Delhi,India,Books,Inspirational Book,Sibling,4115,1,4115,3079.94,1035.06,25.15,Card,Offline,0,4
P0207,2025-12-19,C805,36-45,Female,Bangalore,India,Books,Novel Set,Spouse,2441,1,2441,1761.44,679.56,27.84,UPI,Online,5,3
P0208,2025-12-06,C431,36-45,Female,Surat,India,Food & Sweets,Plum Cake,Family,4860,2,9720,3351.11,3017.78,31.05,Cash,Online,5,4
P0209,2025-12-23,C429,26-35,Female,Kolkata,India,Toys,Remote Car,Friend,1539,1,1539,981.04,557.96,36.25,Cash,Offline,15,4
P0210,2025-12-09,C811,36-45,Female,Kolkata,India,Home Decor,Christmas Lights,Family,1262,2,2524,854.81,814.38,32.27,Cash,Online,0,5
P0211,2025-12-13,C323,46-55,Male,Kolkata,India,Home Decor,Decor Tree,Family,3434,1,3434,2470.25,963.75,28.06,Card,Offline,10,5
P0212,2025-12-02,C147,18-25,Female,Delhi,India,Food & Sweets,Chocolate Hamper,Self,4475,2,8950,3285.2,2379.6,26.59,UPI,Offline,15,3
P0213,2025-12-09,C195,36-45,Female,Mumbai,India,Home Decor,Christmas Lights,Family,1580,2,3160,985.68,1188.64,37.62,Cash,Online,0,4
P0214,2025-12-23,C197,18-25,Male,Kolkata,India,Accessories,Handbag,Self,2418,2,4836,1688.54,1458.92,30.17,UPI,Online,20,5
P0215,2025-12-14,C810,26-35,Female,Mumbai,India,Home Decor,Christmas Lights,Friend,566,2,1132,408.97,314.06,27.74,Card,Online,0,3
P0216,2025-12-05,C756,26-35,Male,Ahmedabad,India,Clothing,Winter Jacket,Spouse,2951,1,2951,1940.01,1010.99,34.26,UPI,Online,15,4
P0217,2025-12-15,C980,26-35,Male,Mumbai,India,Accessories,Perfume,Friend,1740,2,3480,1204.8,1070.4,30.76,UPI,Offline,10,4
P0218,2025-12-08,C666,36-45,Male,Indore,India,Clothing,Sweater,Family,2529,2,5058,1761.94,1534.12,30.33,UPI,Online,15,4
P0219,2025-12-08,C611,18-25,Male,Pune,India,Accessories,Perfume,Family,2460,2,4920,1618.39,1683.22,34.21,UPI,Offline,20,4
P0220,2025-12-03,C117,18-25,Male,Hyderabad,India,Clothing,Scarf,Friend,1915,2,3830,1423.17,983.66,25.68,UPI,Online,15,5
P0221,2025-12-13,C184,26-35,Female,Mumbai,India,Clothing,Scarf,Family,4604,2,9208,3054.92,3098.16,33.65,UPI,Online,5,5
P0222,2025-12-24,C966,26-35,Male,Chennai,India,Clothing,Winter Jacket,Self,1041,2,2082,733.7,614.6,29.52,Card,Online,15,5
P0223,2025-12-23,C240,18-25,Male,Kolkata,India,Food & Sweets,Chocolate Hamper,Family,3033,1,3033,1874.14,1158.86,38.21,Cash,Offline,5,4
P0224,2025-12-01,C443,46-55,Female,Ahmedabad,India,Electronics,Bluetooth Speaker,Self,2701,1,2701,1933.14,767.86,28.43,Card,Online,15,4
P0225,2025-12-06,C476,26-35,Female,Mumbai,India,Food & Sweets,Plum Cake,Spouse,954,2,1908,695.37,517.26,27.11,Cash,Online,5,5
P0226,2025-12-16,C472,46-55,Male,Bangalore,India,Food & Sweets,Chocolate Hamper,Self,860,1,860,547.55,312.45,36.33,Cash,Offline,5,4
P0227,2025-12-19,C481,18-25,Male,Bangalore,India,Electronics,Wireless Earbuds,Friend,3120,2,6240,2258.57,1722.86,27.61,Cash,Online,15,3
P0228,2025-12-15,C108,36-45,Male,Hyderabad,India,Home Decor,Wall Candles,Spouse,3045,2,6090,1866.46,2357.08,38.7,Card,Online,15,4
P0229,2025-12-14,C124,26-35,Female,Indore,India,Food & Sweets,Plum Cake,Self,2100,1,2100,1307.43,792.57,37.74,Card,Online,15,5
P0230,2025-12-08,C529,46-55,Male,Bangalore,India,Accessories,Handbag,Family,1351,1,1351,917.97,433.03,32.05,UPI,Online,5,5
P0231,2025-12-03,C694,18-25,Male,Indore,India,Home Decor,Decor Tree,Sibling,3551,2,7102,2649.7,1802.6,25.38,UPI,Online,15,5
P0232,2025-12-13,C817,36-45,Female,Kolkata,India,Electronics,Smart Watch,Family,2889,2,5778,2102.14,1573.72,27.24,UPI,Online,5,3
P0233,2025-12-15,C577,36-45,Female,Mumbai,India,Books,Inspirational Book,Spouse,1392,1,1392,857.26,534.74,38.42,Card,Online,15,4
P0234,2025-12-22,C411,18-25,Male,Pune,India,Home Decor,Wall Candles,Friend,1482,1,1482,924.24,557.76,37.64,UPI,Online,10,4
P0235,2025-12-06,C131,46-55,Female,Ahmedabad,India,Food & Sweets,Chocolate Hamper,Spouse,2948,2,5896,2131.44,1633.12,27.7,UPI,Online,15,3
P0236,2025-12-08,C233,26-35,Female,Pune,India,Books,Novel Set,Self,1494,1,1494,910.22,583.78,39.07,Cash,Offline,0,3
P0237,2025-12-11,C225,18-25,Female,Delhi,India,Toys,Teddy Bear,Friend,4132,1,4132,2536.21,1595.79,38.62,Cash,Offline,15,4
P0238,2025-12-06,C381,36-45,Female,Bangalore,India,Toys,Remote Car,Self,3995,1,3995,2609.1,1385.9,34.69,Cash,Online,10,4
P0239,2025-12-13,C240,46-55,Male,Indore,India,Home Decor,Decor Tree,Spouse,4424,1,4424,2712.61,1711.39,38.68,UPI,Online,15,5
P0240,2025-12-19,C614,36-45,Female,Hyderabad,India,Clothing,Winter Jacket,Friend,4960,2,9920,3231.96,3456.08,34.84,UPI,Offline,20,3
P0241,2025-12-19,C338,26-35,Male,Chennai,India,Toys,Remote Car,Friend,979,2,1958,665.15,627.7,32.06,Card,Online,5,5
P0242,2025-12-19,C425,36-45,Male,Lucknow,India,Books,Diary,Family,3406,1,3406,2133.57,1272.43,37.36,Cash,Online,20,3
P0243,2025-12-02,C192,18-25,Male,Surat,India,Books,Diary,Friend,4941,2,9882,3094.71,3692.58,37.37,UPI,Offline,0,4
P0244,2025-12-11,C160,18-25,Male,Surat,India,Food & Sweets,Chocolate Hamper,Friend,1568,2,3136,1109.42,917.16,29.25,UPI,Offline,0,4
P0245,2025-12-11,C239,26-35,Female,Indore,India,Accessories,Wallet,Sibling,3740,1,3740,2432.81,1307.19,34.95,Cash,Offline,5,5
P0246,2025-12-06,C487,36-45,Female,Bangalore,India,Food & Sweets,Dry Fruits Box,Friend,3423,1,3423,2395.52,1027.48,30.02,Cash,Online,20,4
P0247,2025-12-20,C326,18-25,Female,Bangalore,India,Books,Inspirational Book,Family,765,1,765,528.12,236.88,30.96,Cash,Online,5,4
P0248,2025-12-09,C314,26-35,Male,Pune,India,Clothing,Sweater,Family,1226,2,2452,817.74,816.52,33.3,UPI,Online,0,4
P0249,2025-12-16,C487,36-45,Female,Mumbai,India,Home Decor,Decor Tree,Sibling,3937,1,3937,2884.57,1052.43,26.73,Cash,Online,5,4
P0250,2025-12-04,C175,36-45,Male,Jaipur,India,Toys,Teddy Bear,Friend,2915,1,2915,1888.36,1026.64,35.22,Cash,Online,20,3
P0251,2025-12-21,C268,46-55,Male,Delhi,India,Clothing,Scarf,Self,4454,1,4454,2960.57,1493.43,33.53,Card,Online,5,4
P0252,2025-12-10,C343,18-25,Male,Jaipur,India,Accessories,Wallet,Spouse,4924,2,9848,3442.32,2963.36,30.09,Cash,Offline,5,3
P0253,2025-12-22,C740,46-55,Male,Mumbai,India,Clothing,Sweater,Self,4002,1,4002,2578.02,1423.98,35.58,UPI,Online,10,3
P0254,2025-12-22,C371,18-25,Female,Bangalore,India,Home Decor,Christmas Lights,Family,3026,2,6052,2029.36,1993.28,32.94,Card,Offline,5,4
P0255,2025-12-09,C677,18-25,Male,Lucknow,India,Toys,Remote Car,Self,4102,2,8204,2623.27,2957.46,36.05,UPI,Offline,20,4
P0256,2025-12-17,C528,46-55,Male,Kolkata,India,Books,Inspirational Book,Family,2363,1,2363,1715.82,647.18,27.39,UPI,Offline,0,5
P0257,2025-12-15,C277,26-35,Male,Chennai,India,Food & Sweets,Dry Fruits Box,Friend,1707,1,1707,1267.26,439.74,25.76,UPI,Offline,0,5
P0258,2025-12-24,C926,18-25,Male,Jaipur,India,Home Decor,Christmas Lights,Spouse,1711,2,3422,1108.66,1204.68,35.2,Card,Offline,10,5
P0259,2025-12-05,C251,18-25,Male,Surat,India,Home Decor,Christmas Lights,Self,4780,2,9560,2948.68,3662.64,38.31,Card,Offline,15,4
P0260,2025-12-09,C512,26-35,Female,Delhi,India,Home Decor,Decor Tree,Sibling,4477,2,8954,2711.36,3531.28,39.44,Card,Online,0,5
P0261,2025-12-10,C418,36-45,Female,Lucknow,India,Home Decor,Wall Candles,Self,3551,1,3551,2310.56,1240.44,34.93,UPI,Online,10,5
P0262,2025-12-03,C292,46-55,Male,Jaipur,India,Home Decor,Wall Candles,Sibling,2707,2,5414,1869.85,1674.3,30.93,Cash,Offline,0,5
P0263,2025-12-13,C238,18-25,Male,Chennai,India,Books,Novel Set,Friend,1037,2,2074,732.57,608.86,29.36,UPI,Online,0,4
P0264,2025-12-15,C617,46-55,Male,Indore,India,Toys,Remote Car,Self,2131,2,4262,1396.34,1469.32,34.47,UPI,Offline,15,5
P0265,2025-12-09,C866,18-25,Female,Delhi,India,Home Decor,Christmas Lights,Sibling,4387,2,8774,2858.73,3056.54,34.84,UPI,Online,20,3
P0266,2025-12-14,C625,18-25,Male,Kolkata,India,Books,Novel Set,Friend,2344,1,2344,1501.01,842.99,35.96,Cash,Online,20,3
P0267,2025-12-13,C972,36-45,Female,Hyderabad,India,Electronics,Wireless Earbuds,Friend,3002,2,6004,1992.04,2019.92,33.64,Card,Offline,20,5
P0268,2025-12-22,C963,36-45,Female,Hyderabad,India,Home Decor,Decor Tree,Self,1338,1,1338,905.46,432.54,32.33,Card,Online,10,4
P0269,2025-12-21,C405,26-35,Male,Ahmedabad,India,Accessories,Handbag,Friend,2768,2,5536,1933.22,1669.56,30.16,UPI,Offline,10,5
P0270,2025-12-09,C528,46-55,Female,Lucknow,India,Electronics,Bluetooth Speaker,Self,708,2,1416,530.73,354.54,25.04,Cash,Online,10,5
P0271,2025-12-22,C467,36-45,Male,Indore,India,Accessories,Perfume,Spouse,4879,2,9758,3590.84,2576.32,26.4,UPI,Offline,0,4
P0272,2025-12-11,C770,18-25,Male,Pune,India,Electronics,Bluetooth Speaker,Friend,2618,1,2618,1942.66,675.34,25.8,Cash,Offline,15,4
P0273,2025-12-16,C154,18-25,Female,Chennai,India,Clothing,Winter Jacket,Spouse,2908,2,5816,2116.1,1583.8,27.23,UPI,Offline,20,4
P0274,2025-12-11,C519,46-55,Male,Pune,India,Home Decor,Christmas Lights,Friend,1735,1,1735,1299.26,435.74,25.11,UPI,Offline,10,5
P0275,2025-12-07,C879,26-35,Male,Kolkata,India,Electronics,Wireless Earbuds,Self,975,1,975,651.11,323.89,33.22,UPI,Offline,15,4
P0276,2025-12-07,C848,36-45,Male,Pune,India,Home Decor,Wall Candles,Spouse,3640,1,3640,2204.6,1435.4,39.43,UPI,Online,0,5
P0277,2025-12-04,C492,36-45,Male,Mumbai,India,Accessories,Perfume,Self,2353,2,4706,1521.95,1662.1,35.32,Card,Offline,15,5
P0278,2025-12-22,C237,36-45,Female,Pune,India,Food & Sweets,Dry Fruits Box,Friend,4793,2,9586,3187.58,3210.84,33.5,UPI,Offline,0,3
P0279,2025-12-19,C616,26-35,Male,Pune,India,Electronics,Bluetooth Speaker,Self,1574,1,1574,1117.72,456.28,28.99,Card,Offline,20,5
P0280,2025-12-01,C149,18-25,Female,Kolkata,India,Toys,Puzzle Game,Sibling,892,1,892,622.65,269.35,30.2,UPI,Offline,15,5
P0281,2025-12-04,C778,36-45,Male,Jaipur,India,Electronics,Smart Watch,Self,576,2,1152,381.96,388.08,33.69,Cash,Online,10,3
P0282,2025-12-09,C951,26-35,Female,Lucknow,India,Books,Novel Set,Sibling,4577,1,4577,3164.31,1412.69,30.86,Card,Online,0,5
P0283,2025-12-01,C787,18-25,Male,Surat,India,Home Decor,Christmas Lights,Sibling,4437,2,8874,2818.27,3237.46,36.48,UPI,Online,20,3
P0284,2025-12-15,C403,36-45,Female,Delhi,India,Accessories,Wallet,Self,1329,2,2658,925.85,806.3,30.33,UPI,Online,10,4
P0285,2025-12-04,C971,18-25,Male,Bangalore,India,Books,Inspirational Book,Friend,3061,2,6122,2175.7,1770.6,28.92,Card,Offline,15,5
P0286,2025-12-06,C216,46-55,Female,Kolkata,India,Clothing,Scarf,Family,1261,2,2522,910.75,700.5,27.78,Card,Offline,15,5
P0287,2025-12-02,C964,26-35,Male,Jaipur,India,Books,Novel Set,Spouse,1426,1,1426,1004.51,421.49,29.56,Card,Offline,5,5
P0288,2025-12-16,C215,46-55,Female,Delhi,India,Home Decor,Wall Candles,Self,736,1,736,494.93,241.07,32.75,Card,Offline,0,5
P0289,2025-12-22,C994,36-45,Male,Jaipur,India,Books,Inspirational Book,Friend,4799,1,4799,3583.34,1215.66,25.33,Card,Offline,15,3
P0290,2025-12-06,C617,46-55,Female,Bangalore,India,Books,Inspirational Book,Self,947,1,947,659.59,287.41,30.35,Card,Offline,5,4
P0291,2025-12-13,C512,26-35,Male,Kolkata,India,Clothing,Sweater,Sibling,4652,1,4652,3175.34,1476.66,31.74,Cash,Offline,0,4
P0292,2025-12-01,C205,46-55,Female,Delhi,India,Home Decor,Wall Candles,Spouse,1472,2,2944,1047.75,848.5,28.82,Cash,Online,0,5
P0293,2025-12-15,C449,36-45,Male,Chennai,India,Food & Sweets,Dry Fruits Box,Sibling,2995,1,2995,2091.08,903.92,30.18,Card,Offline,10,5
P0294,2025-12-12,C949,36-45,Female,Lucknow,India,Home Decor,Christmas Lights,Self,1298,1,1298,779.23,518.77,39.97,UPI,Online,15,3
P0295,2025-12-07,C292,18-25,Female,Chennai,India,Books,Inspirational Book,Sibling,3852,1,3852,2458.13,1393.87,36.19,UPI,Offline,0,4
P0296,2025-12-19,C616,26-35,Female,Delhi,India,Toys,Puzzle Game,Spouse,1509,2,3018,1008.93,1000.14,33.14,Cash,Online,20,4
P0297,2025-12-06,C848,26-35,Male,Jaipur,India,Books,Inspirational Book,Spouse,4456,1,4456,3136.01,1319.99,29.62,Cash,Offline,20,4
P0298,2025-12-11,C401,46-55,Male,Bangalore,India,Home Decor,Decor Tree,Sibling,2533,2,5066,1670.97,1724.06,34.03,Cash,Offline,20,4
P0299,2025-12-23,C397,36-45,Male,Lucknow,India,Accessories,Wallet,Friend,2280,1,2280,1439.72,840.28,36.85,Cash,Offline,0,4
P0300,2025-12-14,C927,18-25,Male,Delhi,India,Food & Sweets,Plum Cake,Sibling,3919,2,7838,2867.22,2103.56,26.84,UPI,Online,0,3
P0301,2025-12-02,C807,36-45,Male,Ahmedabad,India,Clothing,Sweater,Self,2847,2,5694,1770.73,2152.54,37.8,Card,Offline,0,5
P0302,2025-12-23,C394,18-25,Female,Jaipur,India,Books,Inspirational Book,Sibling,2337,2,4674,1485.49,1703.02,36.44,Cash,Offline,20,3
P0303,2025-12-15,C949,26-35,Female,Surat,India,Toys,Puzzle Game,Spouse,2558,1,2558,1772.91,785.09,30.69,Cash,Online,5,4
P0304,2025-12-24,C626,18-25,Female,Delhi,India,Home Decor,Christmas Lights,Sibling,1110,1,1110,826.25,283.75,25.56,Card,Offline,5,3
P0305,2025-12-05,C140,26-35,Female,Surat,India,Food & Sweets,Plum Cake,Self,546,2,1092,365.79,360.42,33.01,Cash,Offline,15,5
P0306,2025-12-06,C633,18-25,Male,Jaipur,India,Food & Sweets,Plum Cake,Spouse,1097,2,2194,744.65,704.7,32.12,Cash,Offline,0,4
P0307,2025-12-07,C870,46-55,Male,Mumbai,India,Electronics,Smart Watch,Family,3218,2,6436,2104.96,2226.08,34.59,Card,Online,20,5
P0308,2025-12-04,C495,36-45,Female,Delhi,India,Electronics,Smart Watch,Spouse,3129,2,6258,2307.29,1643.42,26.26,Card,Offline,15,3
P0309,2025-12-04,C271,18-25,Male,Chennai,India,Clothing,Scarf,Friend,2077,2,4154,1406.3,1341.4,32.29,Cash,Offline,0,3
P0310,2025-12-05,C124,46-55,Female,Delhi,India,Food & Sweets,Dry Fruits Box,Self,4065,1,4065,2894.42,1170.58,28.8,UPI,Online,5,4
P0311,2025-12-15,C745,46-55,Female,Pune,India,Food & Sweets,Chocolate Hamper,Self,2364,2,4728,1562.95,1602.1,33.89,Card,Online,20,3
P0312,2025-12-03,C466,18-25,Female,Indore,India,Accessories,Wallet,Family,1018,1,1018,717.82,300.18,29.49,Cash,Online,10,4
P0313,2025-12-08,C239,46-55,Female,Indore,India,Home Decor,Wall Candles,Friend,752,2,1504,468.83,566.34,37.66,Card,Offline,0,5
P0314,2025-12-19,C710,46-55,Male,Hyderabad,India,Books,Inspirational Book,Friend,1658,1,1658,1005.19,652.81,39.37,Cash,Offline,5,4
P0315,2025-12-20,C954,36-45,Male,Mumbai,India,Accessories,Wallet,Friend,1666,1,1666,1045.58,620.42,37.24,Cash,Online,20,4
P0316,2025-12-09,C200,26-35,Female,Pune,India,Accessories,Wallet,Family,1099,2,2198,770.13,657.74,29.92,UPI,Online,0,4
P0317,2025-12-11,C731,36-45,Male,Surat,India,Food & Sweets,Chocolate Hamper,Spouse,2085,2,4170,1402.95,1364.1,32.71,Card,Offline,15,3
P0318,2025-12-21,C546,36-45,Female,Bangalore,India,Toys,Remote Car,Family,2516,1,2516,1778.38,737.62,29.32,Card,Offline,15,4
P0319,2025-12-20,C183,36-45,Male,Ahmedabad,India,Books,Diary,Friend,4489,1,4489,2811.75,1677.25,37.36,Card,Online,0,3
P0320,2025-12-07,C137,36-45,Female,Indore,India,Books,Inspirational Book,Friend,755,2,1510,540.11,429.78,28.46,Card,Offline,5,5
P0321,2025-12-03,C506,36-45,Male,Indore,India,Accessories,Handbag,Friend,1596,2,3192,1077.57,1036.86,32.48,Cash,Online,20,3
P0322,2025-12-16,C467,18-25,Male,Kolkata,India,Home Decor,Christmas Lights,Friend,1967,1,1967,1397.33,569.67,28.96,UPI,Offline,10,3
P0323,2025-12-15,C147,18-25,Female,Mumbai,India,Toys,Puzzle Game,Spouse,2193,2,4386,1443.46,1499.08,34.18,Cash,Offline,10,5
P0324,2025-12-12,C701,18-25,Female,Jaipur,India,Food & Sweets,Dry Fruits Box,Friend,1924,2,3848,1343.05,1161.9,30.19,Cash,Offline,10,4
P0325,2025-12-08,C178,36-45,Male,Bangalore,India,Home Decor,Wall Candles,Friend,554,1,554,368.96,185.04,33.4,UPI,Offline,20,5
P0326,2025-12-24,C216,46-55,Female,Kolkata,India,Books,Novel Set,Friend,2386,2,4772,1721.92,1328.16,27.83,Cash,Online,15,3
P0327,2025-12-17,C140,26-35,Male,Bangalore,India,Electronics,Smart Watch,Family,1547,1,1547,959.46,587.54,37.98,UPI,Offline,20,5
P0328,2025-12-20,C582,46-55,Male,Chennai,India,Accessories,Perfume,Sibling,2822,1,2822,1784.88,1037.12,36.75,Cash,Online,20,3
P0329,2025-12-22,C450,46-55,Male,Chennai,India,Food & Sweets,Dry Fruits Box,Sibling,4684,2,9368,2928.24,3511.52,37.48,Card,Online,0,3
P0330,2025-12-20,C198,26-35,Female,Surat,India,Electronics,Bluetooth Speaker,Spouse,4631,2,9262,3352.74,2556.52,27.6,UPI,Online,0,4
P0331,2025-12-22,C764,46-55,Female,Pune,India,Accessories,Perfume,Self,4917,1,4917,3611.76,1305.24,26.55,Cash,Offline,5,4
P0332,2025-12-09,C588,26-35,Male,Hyderabad,India,Books,Diary,Spouse,3371,1,3371,2237.75,1133.25,33.62,Cash,Offline,10,3
P0333,2025-12-13,C770,26-35,Female,Jaipur,India,Toys,Puzzle Game,Family,558,1,558,378.3,179.7,32.2,UPI,Online,15,5
P0334,2025-12-20,C382,46-55,Male,Jaipur,India,Food & Sweets,Plum Cake,Spouse,2640,2,5280,1807.61,1664.78,31.53,Cash,Offline,5,4
P0335,2025-12-19,C452,46-55,Male,Indore,India,Food & Sweets,Dry Fruits Box,Self,4462,2,8924,3338.81,2246.38,25.17,Cash,Online,15,5
P0336,2025-12-18,C728,18-25,Male,Jaipur,India,Electronics,Smart Watch,Self,2256,2,4512,1619.61,1272.78,28.21,UPI,Online,15,5
P0337,2025-12-03,C723,18-25,Female,Jaipur,India,Home Decor,Christmas Lights,Spouse,1024,2,2048,648.46,751.08,36.67,Cash,Offline,20,3
P0338,2025-12-22,C923,36-45,Male,Delhi,India,Books,Novel Set,Spouse,4549,2,9098,2736.71,3624.58,39.84,Cash,Online,20,3
P0339,2025-12-06,C188,36-45,Female,Pune,India,Accessories,Perfume,Sibling,3446,1,3446,2406.18,1039.82,30.17,Card,Online,20,3
P0340,2025-12-24,C949,36-45,Female,Hyderabad,India,Accessories,Wallet,Friend,1062,1,1062,724.75,337.25,31.76,Cash,Online,15,4
P0341,2025-12-04,C672,18-25,Female,Pune,India,Food & Sweets,Chocolate Hamper,Self,2638,1,2638,1743.9,894.1,33.89,Cash,Offline,20,5
P0342,2025-12-08,C875,36-45,Female,Indore,India,Clothing,Scarf,Sibling,4127,2,8254,2824.83,2604.34,31.55,Cash,Online,15,3
P0343,2025-12-08,C919,36-45,Female,Pune,India,Clothing,Sweater,Spouse,3634,1,3634,2549.39,1084.61,29.85,Cash,Online,10,3
P0344,2025-12-06,C587,36-45,Female,Chennai,India,Clothing,Sweater,Spouse,3768,2,7536,2303.77,2928.46,38.86,Card,Online,5,4
P0345,2025-12-07,C334,26-35,Male,Surat,India,Accessories,Perfume,Family,2423,1,2423,1771.0,652.0,26.91,UPI,Online,0,3
P0346,2025-12-18,C143,46-55,Female,Surat,India,Accessories,Wallet,Family,4535,1,4535,3240.88,1294.12,28.54,Card,Offline,15,3
P0347,2025-12-19,C231,18-25,Female,Kolkata,India,Books,Inspirational Book,Spouse,2795,2,5590,1770.11,2049.78,36.67,UPI,Offline,15,5
P0348,2025-12-15,C423,18-25,Male,Indore,India,Books,Novel Set,Friend,4245,1,4245,2991.61,1253.39,29.53,Card,Online,10,4
P0349,2025-12-16,C727,36-45,Female,Bangalore,India,Food & Sweets,Plum Cake,Sibling,2033,2,4066,1292.12,1481.76,36.44,Card,Online,15,5
P0350,2025-12-06,C685,26-35,Male,Mumbai,India,Books,Diary,Family,3490,2,6980,2240.39,2499.22,35.81,UPI,Offline,15,3
P0351,2025-12-06,C531,46-55,Male,Indore,India,Electronics,Bluetooth Speaker,Spouse,1725,2,3450,1243.47,963.06,27.91,Cash,Offline,15,4
P0352,2025-12-06,C161,26-35,Female,Kolkata,India,Clothing,Scarf,Self,890,2,1780,547.21,685.58,38.52,Card,Offline,10,4
P0353,2025-12-04,C459,26-35,Male,Hyderabad,India,Clothing,Scarf,Family,2611,2,5222,1574.37,2073.26,39.7,Card,Offline,15,3
P0354,2025-12-05,C989,26-35,Female,Jaipur,India,Home Decor,Decor Tree,Spouse,2847,2,5694,1977.97,1738.06,30.52,Cash,Offline,0,3
P0355,2025-12-10,C827,36-45,Female,Hyderabad,India,Electronics,Wireless Earbuds,Sibling,2369,2,4738,1534.0,1670.0,35.25,Card,Offline,15,3
P0356,2025-12-24,C817,18-25,Male,Bangalore,India,Electronics,Smart Watch,Sibling,1524,1,1524,1065.74,458.26,30.07,UPI,Online,0,4
